index_ric,tr_indexname,tr_indexjlconstituentchangedate,tr_indexjlconstituentric,tr_indexjlconstituentname,tr_indexjlconstituentcomname,constituent_ric
.IXIC,NASDAQ COMPOSITE,2016-05-12T00:00:00Z,VSCP.OQ^E16,VirtualScopics,Virtualscopics LLC,VSCP.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-12T00:00:00Z,QKLS.OQ^E16,QKL,QKL Stores Inc,QKLS.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-13T00:00:00Z,SNDK.OQ^E16,Sandisk,Sandisk LLC,SNDK.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-16T00:00:00Z,FWM.OQ^E16,Old Market,Old Market Group Holdings Corp,FWM.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-16T00:00:00Z,DATE.OQ^E16,Jiayuan,Jiayuan.com International Ltd,DATE.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-17T00:00:00Z,HFFC.OQ^E16,HF Finl,HF Financial Corp,HFFC.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-19T00:00:00Z,GNOW.OQ^E16,Amern CareSource,American CareSource Holdings Inc,GNOW.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-19T00:00:00Z,CTCM.OQ^E16,CTC Media,CTC Media Inc,CTCM.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-20T00:00:00Z,ENZN.OQ^E16,Enzon Pharma,Enzon Pharmaceuticals Inc,ENZN.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-23T00:00:00Z,CHEV.OQ^E16,Cheviot Finl,Cheviot Financial Corp,CHEV.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-23T00:00:00Z,CDRB.OQ^E16,Code Rebel,Code Rebel Corp,CDRB.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-24T00:00:00Z,LNCO.OQ^E16,LinnCo,LinnCo LLC,LNCO.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-24T00:00:00Z,LINE.OQ^E16,Linn Enrg,Linn Energy LLC,LINE.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-25T00:00:00Z,BBEP.OQ^E16,Maverick Natrl,Maverick Natural Resources LLC,BBEP.OQ
.IXIC,NASDAQ COMPOSITE,2016-05-26T00:00:00Z,LLEX.A^F20,Lilis Energy,Lilis Energy Inc,LLEX.A
.IXIC,NASDAQ COMPOSITE,2016-05-26T00:00:00Z,BDMS.OQ^E16,Birner Dental,Birner Dental Management Services Inc,BDMS.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-01T00:00:00Z,LONG.OQ^F16,eLong,eLong Inc,LONG.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-02T00:00:00Z,FSYS.OQ^F16,Fuel Systems,Fuel Systems Solutions Inc,FSYS.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-06T00:00:00Z,PRGN.OQ^F16,Paragon Shipping,Paragon Shipping Inc,PRGN.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-07T00:00:00Z,AFOP.OQ^F16,Alliance Fiber,Alliance Fiber Optic Products Inc,AFOP.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-08T00:00:00Z,WRES.OQ^F16,Warren Resources,Warren Resources Inc,WRES.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-13T00:00:00Z,BITI.OQ^F16,Biotie Therapies,Biotie Therapies Ltd,BITI.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-15T00:00:00Z,HERO.OQ^F16,Hercules Offshre,Hercules Offshore Inc,HERO.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-16T00:00:00Z,MOKO.OQ^F16,Azure Health,Azure Health Technology Ltd,MOKO.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-17T00:00:00Z,SOCB.OQ^F16,Southcoast Fin,Southcoast Financial Corp,SOCB.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-17T00:00:00Z,ALXA.OQ^F16,Alexza Pharma,Alexza Pharmaceuticals Inc,ALXA.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-27T00:00:00Z,ANAC.OQ^F16,Anacor Pharma,Anacor Pharmaceuticals Inc,ANAC.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-27T00:00:00Z,MNRK.OQ^F16,Monarch Financil,Monarch Financial Holdings Inc,MNRK.OQ
.IXIC,NASDAQ COMPOSITE,2016-06-27T00:00:00Z,CSCD.OQ^F16,Formfactor Beave,Formfactor Beaverton Inc,CSCD.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-01T00:00:00Z,NSPH.OQ^G16,Nanosphere,Nanosphere LLC,NSPH.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-01T00:00:00Z,RITT.OQ^G16,RT RIT TEH,Rit Technologies Ltd,RITT.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-01T00:00:00Z,FXCB.OQ^G16,Fox Chase,Fox Chase Bancorp Inc,FXCB.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-01T00:00:00Z,AVNU.OQ^G16,Avenue Financial,Avenue Financial Holdings Inc,AVNU.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-05T00:00:00Z,UNTD.OQ^G16,United Online,United Online Inc,UNTD.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-05T00:00:00Z,SSRG.OQ^G16,Symmetry,Symmetry Surgical Inc,SSRG.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-05T00:00:00Z,FCTY.OQ^G16,1st Century Ban,1st Century Bancshares Inc,FCTY.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-06T00:00:00Z,XNPT.OQ^G16,XenoPort,XenoPort Inc,XNPT.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-07T00:00:00Z,RRM.OQ^G16,MX1,MX1 Ltd,RRM.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-11T00:00:00Z,CNYD.OQ^G16,China Yida Hldg,China Yida Holding Co,CNYD.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-12T00:00:00Z,ECTE.OQ^G16,Echo Therap,Echo Therapeutics Inc,ECTE.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-12T00:00:00Z,TFSC.OQ^G16,Limbach Hldg,Limbach Holdings Inc,TFSC.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-13T00:00:00Z,KUTV.OQ^G16,Ku6 Media,Ku6 Media Co Ltd,KUTV.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-13T00:00:00Z,CPXX.OQ^G16,Celator Pharms,Celator Pharmaceuticals Inc,CPXX.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-14T00:00:00Z,LDRH.OQ^G16,LDR,LDR Holding Corp,LDRH.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-18T00:00:00Z,LPSB.OQ^G16,LaPorte Bancorp,Laporte Bancorp Inc,LPSB.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-25T00:00:00Z,GGAC.OQ^G16,Garnero Group,Garnero Group Acquisition Co,GGAC.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-25T00:00:00Z,GBIM.OQ^G16,GlobeImmune,Globeimmune Inc,GBIM.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-28T00:00:00Z,MFLX.OQ^G16,MFLEX,Multi-Fineline Electronix Inc,MFLX.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-28T00:00:00Z,HNSN.OQ^G16,Hansen Medical,Hansen Medical Inc,HNSN.OQ
.IXIC,NASDAQ COMPOSITE,2016-07-29T00:00:00Z,SQI.OQ^G16,Jaggaer,Jaggaer LLC,SQI.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-01T00:00:00Z,BIND.OQ^H16,DNIB Unwind,DNIB Unwind Inc,BIND.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-01T00:00:00Z,FNFG.OQ^H16,First Niagara Fi,First Niagara Financial Group Inc,FNFG.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-01T00:00:00Z,WIBC.OQ^H16,Wilshire Bancorp,Wilshire Bancorp Inc,WIBC.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-02T00:00:00Z,CERE.OQ^H16,Ceres,Ceres Inc,CERE.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-04T00:00:00Z,XBKS.OQ^G16,Xenith,Xenith Bankshares Inc (Pre-Merger),XBKS.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-04T00:00:00Z,STXS.OQ^H16,Stereotaxis,Stereotaxis Inc,STXS.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-04T00:00:00Z,EPRS.OQ^H16,EPIRUS,EPIRUS Biopharmaceuticals Inc,EPRS.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-10T00:00:00Z,RLOC.OQ^H16,ReachLocal,ReachLocal Inc,RLOC.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-11T00:00:00Z,SMLR.OQ^H16,Semler,Semler Scientific Inc,SMLR.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-11T00:00:00Z,ELRC.OQ^H16,Electro Rent,Electro Rent Corp,ELRC.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-17T00:00:00Z,FMER.OQ^H16,FirstMerit,FirstMerit Corp,FMER.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-17T00:00:00Z,QLGC.OQ^H16,QLogic,Qlogic LLC,QLGC.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-17T00:00:00Z,MKTO.OQ^H16,Marketo,Marketo Inc,MKTO.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-22T00:00:00Z,MESG.OQ^H16,Mavenir,Mavenir Inc,MESG.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-22T00:00:00Z,RRD.N,RR Donnelley,RR Donnelley & Sons Co,RRD.N
.IXIC,NASDAQ COMPOSITE,2016-08-23T00:00:00Z,QLIK.OQ^H16,Qlik Tech,Qlik Technologies Inc,QLIK.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-23T00:00:00Z,DWA.OQ^H16,Dwa Holdings,Dwa Holdings LLC,DWA.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-24T00:00:00Z,HTWR.OQ^H16,HeartWare,HeartWare International Inc,HTWR.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-30T00:00:00Z,SGNT.OQ^H16,Sagent Pharm,Sagent Pharmaceuticals Inc,SGNT.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-31T00:00:00Z,LIME.OQ^H16,Lime Energy,Lime Energy Co,LIME.OQ
.IXIC,NASDAQ COMPOSITE,2016-08-31T00:00:00Z,ICLD.OQ^H16,Intercloud Sys,InterCloud Systems Inc,ICLD.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-01T00:00:00Z,AMIC.OQ^I16,Amer Indpnd,American Independence Corp,AMIC.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-01T00:00:00Z,NTK.OQ^I16,Nortek,Nortek Inc,NTK.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-01T00:00:00Z,TTHI.OQ^I16,Transition,Transition Therapeutics Inc,TTHI.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-01T00:00:00Z,BVA.OQ^I16,Cordia Bancorp,Cordia Bancorp Inc,BVA.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-01T00:00:00Z,TLMR.OQ^I16,Talmer Bancorp,Talmer Bancorp Inc,TLMR.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-02T00:00:00Z,RLYP.OQ^I16,Relypsa,Relypsa Inc,RLYP.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-02T00:00:00Z,FCFS.OQ,FirstCash,FirstCash Inc,FCFS.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-06T00:00:00Z,ARMH.OQ^I16,SVF Holdco,SVF Holdco (UK) Ltd,ARMH.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-08T00:00:00Z,DSKY.OQ^I16,iDreamSky Tech,iDreamSky Technology Ltd,DSKY.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-08T00:00:00Z,SQNM.OQ^I16,Sequenom,Sequenom Inc,SQNM.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-08T00:00:00Z,RDEN.OQ^I16,Elizabeth Arden,Elizabeth Arden Inc,RDEN.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-09T00:00:00Z,FCLF.OQ^I16,First Clover,First Clover Leaf Financial Corp,FCLF.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-09T00:00:00Z,REXI.OQ^I16,Resource America,Resource America Inc,REXI.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-09T00:00:00Z,TIVO.OQ^I16,TiVo Solutions,TiVo Solutions Inc,TIVO.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-12T00:00:00Z,ASEI.OQ^I16,American Science,American Science and Engineering Inc,ASEI.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-12T00:00:00Z,YCB.OQ^I16,Your Community,Your Community Bankshares Inc,YCB.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-16T00:00:00Z,SMT.OQ^I16,SMART Technolog,SMART Technologies Inc,SMT.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-19T00:00:00Z,MFRM.OQ^I16,Mattres Firm,Mattress Firm Holding Corp,MFRM.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-19T00:00:00Z,MRD.OQ^I16,Range Rsrc Lo,Range Resources - Louisiana Inc,MRD.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-21T00:00:00Z,FCS.OQ^I16,Fairchild Semico,Fairchild Semiconductor International Inc,FCS.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-21T00:00:00Z,FEIC.OQ^I16,FEI Co Us,FEI Co,FEIC.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-28T00:00:00Z,PLCM.OQ^I16,Polycom,Polycom Inc,PLCM.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-28T00:00:00Z,OUTR.OQ^I16,Coinstar,Coinstar LLC,OUTR.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-28T00:00:00Z,SZMK.OQ^I16,Sizmek,Sizmek Inc,SZMK.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-29T00:00:00Z,MDVN.OQ^I16,Medivation,Medivation Inc,MDVN.OQ
.IXIC,NASDAQ COMPOSITE,2016-09-30T00:00:00Z,GLRI.OQ^I16,Glori Energy,Glori Energy Inc,GLRI.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-03T00:00:00Z,GLDC.OQ^J16,Golden US,Golden Enterprises Inc,GLDC.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-03T00:00:00Z,USMD.OQ^J16,USMD,USMD Holdings Inc,USMD.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-03T00:00:00Z,EPIQ.OQ^J16,Epiq Systems,Epiq Systems Inc,EPIQ.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-04T00:00:00Z,SKUL.OQ^J16,Skullcandy,Skullcandy Inc,SKUL.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-06T00:00:00Z,HTCH.OQ^J16,Hutchinson Tech,Hutchinson Technology Inc,HTCH.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-10T00:00:00Z,COSI.OQ^J16,Cosi,Cosi Inc,COSI.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-11T00:00:00Z,GBSN.OQ^J16,Great Basin,Great Basin Scientific Inc,GBSN.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-17T00:00:00Z,XCOM.OQ^J16,Xtera Commns,Xtera Communications Inc,XCOM.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-19T00:00:00Z,ULTR.OQ^J16,Ultrapetrol BS,Ultrapetrol (Bahamas) Ltd,ULTR.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-19T00:00:00Z,UDF.OQ^J16,UDF IV,United Development Funding IV,UDF.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-24T00:00:00Z,CYNA.OQ^J16,Cynapsus,Cynapsus Therapeutics Inc,CYNA.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-24T00:00:00Z,CBNK.OQ^J16,Chicopee Bancorp,Chicopee Bancorp Inc,CBNK.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-26T00:00:00Z,COB.OQ^J16,CommunityOne Ban,CommunityOne Bancorp,COB.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-26T00:00:00Z,RPTP.OQ^J16,Horizon Orphan,Horizon Orphan Holdings LLC,RPTP.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-26T00:00:00Z,VTAE.OQ^J16,Vitae Pharms,Vitae Pharmaceuticals LLC,VTAE.OQ
.IXIC,NASDAQ COMPOSITE,2016-10-31T00:00:00Z,IMOS.OQ^J16,ChipMOS Tech,ChipMOS Technologies Bermuda Ltd,IMOS.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-02T00:00:00Z,SGI.OQ^K16,Silicon Graph,Silicon Graphics International Corp,SGI.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-02T00:00:00Z,PWX.OQ^K16,P&W,Providence and Worcester Railroad Co,PWX.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-02T00:00:00Z,TBRA.OQ^K16,Tobira,Tobira Therapeutics Inc,TBRA.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-04T00:00:00Z,TLOG.OQ^K16,TetraLogic,TetraLogic Pharmaceuticals Corp,TLOG.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-08T00:00:00Z,CPHD.OQ^K16,Cephei,Cepheid,CPHD.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-08T00:00:00Z,RSTI.OQ^K16,Rofin-Sinar Tech,Rofin-Sinar Technologies LLC,RSTI.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-11T00:00:00Z,APIC.OQ^K16,Apigee,Apigee Corp,APIC.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-11T00:00:00Z,NATL.OQ^K16,National Interst,National Interstate Corp,NATL.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-15T00:00:00Z,SAAS.OQ^K16,inContact,inContact Inc,SAAS.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-17T00:00:00Z,MOBI.OQ^K16,Sky-mobi,Sky-mobi Ltd,MOBI.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-18T00:00:00Z,ESMC.OQ^K16,Escalon Med,Escalon Medical Corp,ESMC.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-21T00:00:00Z,FES.OQ^K16,Forbes Energy,Forbes Energy Services Ltd,FES.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-21T00:00:00Z,EAC.OQ^K16,Erickson,Erickson Inc,EAC.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-22T00:00:00Z,CIFC.OQ^K16,CIFC,CIFC LLC,CIFC.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-22T00:00:00Z,SCTY.OQ^K16,Tesla Energy,Tesla Energy Operations Inc,SCTY.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-25T00:00:00Z,GEG.OQ,Great Elm Group,Great Elm Group Inc,GEG.OQ
.IXIC,NASDAQ COMPOSITE,2016-11-30T00:00:00Z,AEGR.OQ^K16,Amryt,Amryt Pharmaceuticals Inc,AEGR.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-01T00:00:00Z,TWER.OQ^L16,Towerstream,Towerstream Corp,TWER.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-01T00:00:00Z,PIOI.OQ^L16,P10 Holdings,P10 Holdings Inc,PIOI.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-01T00:00:00Z,OSHC.OQ^L16,Ocean Shore Hldg,Ocean Shore Holding Co,OSHC.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-02T00:00:00Z,ININ.OQ^L16,Intrative,Interactive Intelligence Group Inc,ININ.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-02T00:00:00Z,AMSG.OQ^L16,AmSurg,AmSurg Corp,AMSG.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-02T00:00:00Z,DTSI.OQ^L16,DTS Inc,DTS Inc,DTSI.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-02T00:00:00Z,MHGC.OQ^L16,Morgans Hotel,Morgans Hotel Group Co LLC,MHGC.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-05T00:00:00Z,SEMI.OQ^L16,Globalwafers,Globalwafers Singapore Pte Ltd,SEMI.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-08T00:00:00Z,MATN.OQ^L16,Oncotelic Therap,Oncotelic Therapeutics Inc,MATN.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-09T00:00:00Z,STRZB.OQ^L16,Starz Acqsn,Starz Acquisition LLC,STRZB.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-09T00:00:00Z,STRZA.OQ^L16,Starz Acqsn,Starz Acquisition LLC,STRZA.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-09T00:00:00Z,CPHR.OQ^L16,Cipher Pharms,Cipher Pharmaceuticals Inc,CPHR.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-13T00:00:00Z,AMOV.N,America Movil,America Movil SAB de CV,AMOV.N
.IXIC,NASDAQ COMPOSITE,2016-12-15T00:00:00Z,VA.OQ^L16,Virgin America,Virgin America Inc,VA.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-16T00:00:00Z,GNMX.OQ^B20,Aevi Genomic Med,Aevi Genomic Medicine Inc,GNMX.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-19T00:00:00Z,TRTL.OQ^L16,Yatra USA,Yatra USA Corp,TRTL.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-19T00:00:00Z,NWBO.OQ^L16,Northwest Bio,Northwest Biotherapeutics Inc,NWBO.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-20T00:00:00Z,TUBE.OQ^L16,TubeMogul,TubeMogul Inc,TUBE.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-20T00:00:00Z,ACTS.OQ^L16,Actions,Actions Semiconductor Co Ltd,ACTS.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-22T00:00:00Z,CKEC.OQ^L16,Carmike Cinemas,Carmike Cinemas LLC,CKEC.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-23T00:00:00Z,VLTC.OQ^L16,Voltari,Voltari Corp,VLTC.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-23T00:00:00Z,DSKX.OQ^C17,DS Hlthcr Grp,DS Healthcare Group Inc,DSKX.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-28T00:00:00Z,INSE.OQ,Inspired Ent,Inspired Entertainment Inc,INSE.OQ
.IXIC,NASDAQ COMPOSITE,2016-12-28T00:00:00Z,PGTI.N,PGT Innovations,PGT Innovations Inc,PGTI.N
.IXIC,NASDAQ COMPOSITE,2016-12-29T00:00:00Z,ARWA.OQ^L16,Arowana,Arowana Inc,ARWA.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-03T00:00:00Z,AIXG.OQ^A17,Aixtron,Aixtron SE,AIXG.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-03T00:00:00Z,PARN.OQ^A17,Parnell Pharma,Parnell Pharmaceuticals Holdings Ltd,PARN.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-04T00:00:00Z,ACAS.OQ^A17,Acas US,Acas LLC,ACAS.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-09T00:00:00Z,DTLK.OQ^A17,Datalink,Datalink Corp,DTLK.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-12T00:00:00Z,EFUT.OQ^A17,Shiji Retail,Shiji Retail Information Technology Co Ltd,EFUT.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-17T00:00:00Z,LSBG.OQ^A17,Lake Sunapee Bnk,Lake Sunapee Bank Group,LSBG.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-19T00:00:00Z,SBSA.OQ^A17,Spanish Bcstng,Spanish Broadcasting System Inc,SBSA.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-23T00:00:00Z,AEPI.OQ^A17,AEP Industries,AEP Industries Inc,AEPI.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-24T00:00:00Z,MCUR.OQ^A17,Leap Therapeutic,Leap Therapeutics Ltd,MCUR.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-24T00:00:00Z,FDML.OQ^A17,Federal-Mog,Federal-Mogul Holdings LLC,FDML.OQ
.IXIC,NASDAQ COMPOSITE,2017-01-27T00:00:00Z,AMCC.OQ^A17,App Micro Crts,Applied Micro Circuits Corp,AMCC.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-02T00:00:00Z,APOL.OQ^B17,Apollo Edu Grp,Apollo Education Group Inc,APOL.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-08T00:00:00Z,SCOR.OQ^B17,Comscore,Comscore Inc,SCOR.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-13T00:00:00Z,IQNT.OQ^B17,Inteliquent,Inteliquent Inc,IQNT.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-13T00:00:00Z,VNR.OQ^B17,Grizzly Energy,Grizzly Energy LLC,VNR.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-13T00:00:00Z,ECAC.OQ^B17,E-Compass Acqsn,E-Compass Acquisition Corp,ECAC.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-17T00:00:00Z,ARIA.OQ^B17,ARIAD Pharm,ARIAD Pharmaceuticals Inc,ARIA.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-21T00:00:00Z,VASC.OQ^B17,Vascular Soln,Vascular Solutions LLC,VASC.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-21T00:00:00Z,NILE.OQ^B17,Blue Nile,Blue Nile Inc,NILE.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-22T00:00:00Z,CLMS.OQ^B17,Calamos Asset,Calamos Asset Management Inc,CLMS.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-22T00:00:00Z,TBIO.OQ^B17,Precipio,Precipio Inc,TBIO.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-23T00:00:00Z,ACUR.OQ^B17,Acura Pharm,Acura Pharmaceuticals Inc,ACUR.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-23T00:00:00Z,PRZM.OQ^B17,Prism Tech Grp,Prism Technologies Group Inc,PRZM.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-27T00:00:00Z,ISIL.OQ^B17,Intersil,Intersil Corp,ISIL.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-27T00:00:00Z,DSCI.OQ^B17,Derma Sciences,Derma Sciences Inc,DSCI.OQ
.IXIC,NASDAQ COMPOSITE,2017-02-28T00:00:00Z,ELNK.OQ^B17,EarthLink Hldgs,Earthlink Holdings Corp,ELNK.OQ
.IXIC,NASDAQ COMPOSITE,2017-03-01T00:00:00Z,LIOX.OQ^C17,Lionbridge Tech,Lionbridge Technologies Inc,LIOX.OQ
.IXIC,NASDAQ COMPOSITE,2017-03-01T00:00:00Z,QUNR.OQ^C17,Qunar,Qunar Cayman Islands Ltd,QUNR.OQ
.IXIC,NASDAQ COMPOSITE,2017-03-02T00:00:00Z,WGBS.OQ^C17,WaferGen,WaferGen Bio-Systems Inc,WGBS.OQ
.IXIC,NASDAQ COMPOSITE,2017-03-02T00:00:00Z,CLCD.OQ^C17,CoLucid,Colucid Pharmaceuticals Inc,CLCD.OQ
