index_ric,tr_indexname,tr_indexjlconstituentchangedate,tr_indexjlconstituentric,tr_indexjlconstituentname,tr_indexjlconstituentcomname,constituent_ric
.SPX,S&P 500,2000-12-18T00:00:00Z,AET_w.N^L00,Aetna,Aetna Inc,AET_w.N
.SPX,S&P 500,2000-12-22T00:00:00Z,MEE.N^F11,Alpha Appalachia,Alpha Appalachia Holdings LLC,MEE.N
.SPX,S&P 500,2001-01-02T00:00:00Z,FLR_w.N^L00,Fluor,Fluor Corp,FLR_w.N
.SPX,S&P 500,2001-01-16T00:00:00Z,TWX.N^A01,Historic TW,Historic TW Inc,TWX.N
.SPX,S&P 500,2001-01-30T00:00:00Z,CGP.N^A01,El Paso CGP,El Paso CGP Company LLC,CGP.N
.SPX,S&P 500,2001-02-07T00:00:00Z,UK.N^B01,Union Carbide,Union Carbide Corp,UK.N
.SPX,S&P 500,2001-02-27T00:00:00Z,FSR.N^B01,US Bancorp,US Bancorp,FSR.N
.SPX,S&P 500,2001-03-01T00:00:00Z,SUB.N^C01,Summit Bancorp,Summit Bancorp,SUB.N
.SPX,S&P 500,2001-04-02T00:00:00Z,CEN.N^K07,Thl/Cannae,Thl/Cannae Investors LLC,CEN.N
.SPX,S&P 500,2001-04-02T00:00:00Z,OK.N^D01,Old Kent Fin,Old Kent Financial Corp,OK.N
.SPX,S&P 500,2001-04-03T00:00:00Z,BGG.N^G20,Briggs,Briggs & Stratton Corp,BGG.N
.SPX,S&P 500,2001-05-14T00:00:00Z,ADPT.OQ^H10,Steel Excel,Steel Excel Inc,ADPT.OQ
.SPX,S&P 500,2001-06-04T00:00:00Z,CIT.N^F01,Tyco Capital,Tyco Capital Corp,CIT.N
.SPX,S&P 500,2001-06-11T00:00:00Z,MCWEQ.OQ^G02,MCI,MCI Inc,MCWEQ.OQ
.SPX,S&P 500,2001-06-25T00:00:00Z,AZA.N^F01,ALZA,ALZA Corp,AZA.N
.SPX,S&P 500,2001-06-28T00:00:00Z,H.N^G01,Harcourt Gen,Harcourt General Inc,H.N
.SPX,S&P 500,2001-07-02T00:00:00Z,LDG.N^J08,Longs Drug Store,Longs Drug Stores Corp,LDG.N
.SPX,S&P 500,2001-07-09T00:00:00Z,PCH.OQ,Potlatchdeltic,Potlatchdeltic Corp,PCH.OQ
.SPX,S&P 500,2001-08-03T00:00:00Z,OAT.N^H01,Quaker Oats Co,Quaker Oats Co,OAT.N
.SPX,S&P 500,2001-08-07T00:00:00Z,TKR.N,Timken,Timken Co,TKR.N
.SPX,S&P 500,2001-08-30T00:00:00Z,OKE.N,ONEOK,ONEOK Inc,OKE.N
.SPX,S&P 500,2001-08-30T00:00:00Z,AGC.N^H01,AIG Life Hldg,AIG Life Holdings Inc,AGC.N
.SPX,S&P 500,2001-08-31T00:00:00Z,WB.N^H01,Wachovia,Wachovia Corp,WB.N
.SPX,S&P 500,2001-09-04T00:00:00Z,BVSN.OQ^C06,BroadVision,BroadVision Inc,BVSN.OQ
.SPX,S&P 500,2001-09-18T00:00:00Z,TOS.N^I01,Tosco,Tosco Corp,TOS.N
.SPX,S&P 500,2001-10-10T00:00:00Z,TX.N^J01,Texaco,Texaco Inc,TX.N
.SPX,S&P 500,2001-10-10T00:00:00Z,GX.N^A02,Global Crossing,Global Crossing Ltd,GX.N
.SPX,S&P 500,2001-11-07T00:00:00Z,GPU.N^K01,GPU Inc,GPU Inc,GPU.N
.SPX,S&P 500,2001-11-30T00:00:00Z,ENE.N^A02,Eron Dissolution,Enron Dissolution Corp,ENE.N
.SPX,S&P 500,2001-12-03T00:00:00Z,NSI.N^H03,Natl Serv Inds,National Service Industries Inc,NSI.N
.SPX,S&P 500,2001-12-13T00:00:00Z,RAL.N^L01,Nestle Purina,Nestle Purina PetCare Co,RAL.N
.SPX,S&P 500,2001-12-17T00:00:00Z,HM.N^L01,Homestake,Homestake Mining Co,HM.N
.SPX,S&P 500,2002-01-02T00:00:00Z,FMC.N,FMC,FMC Corp,FMC.N
.SPX,S&P 500,2002-01-17T00:00:00Z,KM.N^L02,Sears,Sears Holdings Corp,KM.N
.SPX,S&P 500,2002-01-29T00:00:00Z,MEA.N^A02,Mead,Mead Corp,MEA.N
.SPX,S&P 500,2002-02-01T00:00:00Z,NMK.N^A02,Niagara Mohwk Hl,Niagara Mohawk Holdings Inc,NMK.N
.SPX,S&P 500,2002-02-08T00:00:00Z,WLL.N^C02,Willamette,Willamette Industries Inc,WLL.N
.SPX,S&P 500,2002-05-13T00:00:00Z,SAPE.OQ^B15,Sapient,Sapient Corp,SAPE.OQ
.SPX,S&P 500,2002-05-15T00:00:00Z,WCOEQ.OQ^G02,MCI,MCI Inc,WCOEQ.OQ
.SPX,S&P 500,2002-05-15T00:00:00Z,U.N^H02,US Airways Group,US Airways Group Inc,U.N
.SPX,S&P 500,2002-06-26T00:00:00Z,CNXT.OQ^D11,Lakestar Semi,Lakestar Semi Inc,CNXT.OQ
.SPX,S&P 500,2002-07-17T00:00:00Z,IMNX.O^G02,Immunex Corp,Immunex Corp,IMNX.O
.SPX,S&P 500,2002-07-22T00:00:00Z,AL.N^K07,Alcan,Alcan Inc,AL.N
.SPX,S&P 500,2002-07-22T00:00:00Z,N.N^K06,Inco,Inco Ltd,N.N
.SPX,S&P 500,2002-07-22T00:00:00Z,GOLD.N,Barrick Gold,Barrick Gold Corp,GOLD.N
.SPX,S&P 500,2002-07-22T00:00:00Z,NT.N^A09,Nortel Networks,Nortel Networks Corp,NT.N
.SPX,S&P 500,2002-07-22T00:00:00Z,UN.N^K20,Unilever,Unilever NV,UN.N
.SPX,S&P 500,2002-07-22T00:00:00Z,RDSa.N,Shell,Royal Dutch Shell PLC,RDSa.N
.SPX,S&P 500,2002-07-22T00:00:00Z,PDG.N^C06,Placer Dome,Placer Dome Inc,PDG.N
.SPX,S&P 500,2002-07-25T00:00:00Z,CNC.N^H02,CNO Fincl Grp,CNO Financial Group Inc,CNC.N
.SPX,S&P 500,2002-08-14T00:00:00Z,PALM.OQ^G10,Palm,Palm Inc,PALM.OQ
.SPX,S&P 500,2002-08-21T00:00:00Z,VTSS.OQ^F06,Microchip Commns,Microchip Communications LLC,VTSS.OQ
.SPX,S&P 500,2002-09-03T00:00:00Z,COC.N^H02,ConocoPhlip Hldg,Conocophillips Holding Co,COC.N
.SPX,S&P 500,2002-11-19T00:00:00Z,CMCSK.OQ^L15,Comcast,Comcast Corp,CMCSK.OQ
.SPX,S&P 500,2002-12-12T00:00:00Z,TRW.N^L02,Northrp Grm Spce,Northrop Grumman Space & Mission Systems Corp,TRW.N
.SPX,S&P 500,2003-03-14T00:00:00Z,AMR.N^A12,American Airline,American Airlines Group Inc,AMR.N
.SPX,S&P 500,2003-03-21T00:00:00Z,HRC.N^C03,Encompass Health,Encompass Health Corp,HRC.N
.SPX,S&P 500,2003-03-31T00:00:00Z,HI.N^C03,HSBC Fnce,HSBC Finance Corp,HI.N
.SPX,S&P 500,2003-04-02T00:00:00Z,MWW.N^K16,Monster Wrldwd,Monster Worldwide Inc,MWW.N
.SPX,S&P 500,2003-04-16T00:00:00Z,PHA.N^D03,Pharmacia,Pharmacia LLC,PHA.N
.SPX,S&P 500,2003-07-17T00:00:00Z,MIR.N^G03,GenOn Energ,Genon Energy Holdings LLC,MIR.N
.SPX,S&P 500,2003-08-20T00:00:00Z,MHS_w.N^H03,Medco Health Sol,Medco Health Solutions Inc,MHS_w.N
.SPX,S&P 500,2003-08-20T00:00:00Z,MDR.N^A20,McDermott Intern,McDermott International Inc,MDR.N
.SPX,S&P 500,2003-09-26T00:00:00Z,QTRN.OQ^I03,Quintiles,Quintiles Transnational Corp,QTRN.OQ
.SPX,S&P 500,2003-11-13T00:00:00Z,BGEN.OQ^K03,Biogen MA,Biogen MA Inc,BGEN.OQ
.SPX,S&P 500,2003-11-28T00:00:00Z,PEG.N,PSEG,Public Service Enterprise Group Inc,PEG.N
.SPX,S&P 500,2004-02-27T00:00:00Z,CE.N^B04,Concord EFS,Concord EFS Inc,CE.N
.SPX,S&P 500,2004-03-25T00:00:00Z,TUP.N,Tupperware,Tupperware Brands Corp,TUP.N
.SPX,S&P 500,2004-04-01T00:00:00Z,FBF.N^D04,FleetBoston Fin,Fleetboston Financial Corp,FBF.N
.SPX,S&P 500,2004-04-02T00:00:00Z,TAPb.N^D04,Travelers Propty,Travelers Property Casualty Corp,TAPb.N
.SPX,S&P 500,2004-04-23T00:00:00Z,PCS.N^D04,Sprint PCS,Sprint PCS Group,PCS.N
.SPX,S&P 500,2004-04-29T00:00:00Z,JHF.N^D04,John Hancock Fin,John Hancock Financial Services Inc,JHF.N
.SPX,S&P 500,2004-05-03T00:00:00Z,AM.N^H13,Amercn Greetin,American Greetings Corp,AM.N
.SPX,S&P 500,2004-07-01T00:00:00Z,UPC.N^G04,Union Planters,Union Planters Corp,UPC.N
.SPX,S&P 500,2004-07-01T00:00:00Z,ONE.N^G04,Bank One,Bank One Corp,ONE.N
.SPX,S&P 500,2004-08-03T00:00:00Z,TNB.N^E12,ABB Installation,ABB Installation Products Inc,TNB.N
.SPX,S&P 500,2004-08-31T00:00:00Z,CF.N^H04,Charter One Finl,Charter One Financial Inc,CF.N
.SPX,S&P 500,2004-10-27T00:00:00Z,AWE.N^J04,Nw Cngulr Wrles,New Cingular Wireless Services Inc,AWE.N
.SPX,S&P 500,2004-11-01T00:00:00Z,SOTR.OQ^K04,Southtrust,Southtrust Corp,SOTR.OQ
.SPX,S&P 500,2004-12-01T00:00:00Z,WLP.N^L04,Wellpoint Health,Wellpoint Health Networks Inc,WLP.N
.SPX,S&P 500,2004-12-03T00:00:00Z,WIN.N^B05,Winn Dixie,Winn-Dixie Stores Inc,WIN.N
.SPX,S&P 500,2004-12-20T00:00:00Z,CR.N,Crane,Crane Co,CR.N
.SPX,S&P 500,2004-12-20T00:00:00Z,DLX.N,Deluxe,Deluxe Corp,DLX.N
.SPX,S&P 500,2004-12-20T00:00:00Z,WOR.N,Worthington Ind,Worthington Industries Inc,WOR.N
.SPX,S&P 500,2004-12-29T00:00:00Z,PSFT.OQ^A05,Peoplesoft,Peoplesoft Inc,PSFT.OQ
.SPX,S&P 500,2005-03-11T00:00:00Z,PWER.OQ^G13,Power-One,Power-One Inc,PWER.OQ
.SPX,S&P 500,2005-03-25T00:00:00Z,S.N^C05,Sears Roebuck,Sears Roebuck and Co,S.N
.SPX,S&P 500,2005-07-05T00:00:00Z,VRTS.OQ^G05,Veritas Software,Veritas Software Corp,VRTS.OQ
.SPX,S&P 500,2005-07-05T00:00:00Z,GLK.N^G05,Great Lakes Chem,Great Lakes Chemical Corp,GLK.N
.SPX,S&P 500,2005-07-21T00:00:00Z,TOY.N^G05,Toys R US,Toys R US Inc,TOY.N
.SPX,S&P 500,2005-08-11T00:00:00Z,UCL.N^H05,Unocal,Unocal Corp,UCL.N
.SPX,S&P 500,2005-08-12T00:00:00Z,SDS.N^H05,FIS Data Systems,FIS Data Systems Inc,SDS.N
.SPX,S&P 500,2005-08-15T00:00:00Z,NXTL.OQ^H05,Nextel Comms,Nextel Communications Inc (Pre-Merger),NXTL.OQ
.SPX,S&P 500,2005-08-19T00:00:00Z,DAL.N^J05,Delta Air,Delta Air Lines Inc,DAL.N
.SPX,S&P 500,2005-08-30T00:00:00Z,MAY.N^H05,May Department,May Department Stores Co,MAY.N
.SPX,S&P 500,2005-10-03T00:00:00Z,G.N^J05,Gillette,Gillette Co,G.N
.SPX,S&P 500,2005-10-03T00:00:00Z,PVN.N^J05,Providian Finl,Providian Financial Corp,PVN.N
.SPX,S&P 500,2005-10-11T00:00:00Z,DPH.N^J05,DPH,DPH Holdings Corp,DPH.N
.SPX,S&P 500,2005-11-21T00:00:00Z,T.N^K05,AT and T Corp,AT&T Corp,T.N
.SPX,S&P 500,2005-12-02T00:00:00Z,CPN.N^L05,Calpine,Calpine Corp,CPN.N
.SPX,S&P 500,2005-12-20T00:00:00Z,GP.N^L05,Georgia-Pacific,Georgia-Pacific LLC,GP.N
.SPX,S&P 500,2006-01-03T00:00:00Z,KRB.N^A06,MBNA,MBNA Corp,KRB.N
.SPX,S&P 500,2006-01-03T00:00:00Z,VC.N^C09,Visteon,Visteon Corp,VC.N
.SPX,S&P 500,2006-01-03T00:00:00Z,VIAC.OQ,ViacomCBS,ViacomCBS Inc,VIAC.OQ
.SPX,S&P 500,2006-01-04T00:00:00Z,MERQE.OQ^A06,Mercury Intract,Mercury Interactive LLC,MERQE.OQ
.SPX,S&P 500,2006-02-01T00:00:00Z,SEBL.OQ^B06,Siebel Systems,Siebel Systems Inc,SEBL.OQ
.SPX,S&P 500,2006-02-01T00:00:00Z,RBK.N^B06,Reebok Intl,Reebok International Ltd,RBK.N
.SPX,S&P 500,2006-02-27T00:00:00Z,SFA.N^B06,Scient Atlanta,Scientific-Atlanta Inc,SFA.N
.SPX,S&P 500,2006-03-03T00:00:00Z,DCN.N^C06,Dana Corp,Dana Corp,DCN.N
.SPX,S&P 500,2006-04-03T00:00:00Z,JP.N^D06,Jefferson-Pilot,Jefferson Pilot Corp,JP.N
.SPX,S&P 500,2006-04-03T00:00:00Z,MYG.N^D06,Whirlpool Intl,Whirlpool International Holdings SARL,MYG.N
.SPX,S&P 500,2006-04-03T00:00:00Z,BR.N^D06,Burlington Res,Burlington Resources LLC,BR.N
.SPX,S&P 500,2006-04-03T00:00:00Z,CIN.N^D06,Cinergy,Cinergy Corp,CIN.N
.SPX,S&P 500,2006-04-20T00:00:00Z,CHIR.OQ^D06,Novartis Vaccine,Novartis Vaccines and Diagnostics Inc,CHIR.OQ
.SPX,S&P 500,2006-04-24T00:00:00Z,GDT.N^D06,Guidant,Guidant LLC,GDT.N
.SPX,S&P 500,2006-05-18T00:00:00Z,AMCC.OQ^A17,App Micro Crts,Applied Micro Circuits Corp,AMCC.OQ
.SPX,S&P 500,2006-06-02T00:00:00Z,ABS.N^F06,Albertson,Albertson Inc,ABS.N
.SPX,S&P 500,2006-06-06T00:00:00Z,EC.N^F06,Engelhard,Englehard Corp,EC.N
.SPX,S&P 500,2006-06-28T00:00:00Z,KRI.N^F06,Knight Ridder,Knight Ridder Inc,KRI.N
.SPX,S&P 500,2006-07-18T00:00:00Z,CTB.N^F21,Cooper Tire Rubr,Cooper Tire & Rubber Co,CTB.N
.SPX,S&P 500,2006-08-01T00:00:00Z,GTW.N^J07,Gateway,Gateway Inc,GTW.N
.SPX,S&P 500,2006-08-01T00:00:00Z,CAR.OQ,Avis Budget Grp,Avis Budget Group Inc,CAR.OQ
.SPX,S&P 500,2006-08-11T00:00:00Z,KMG.N^H06,Kerr-McGee,Kerr-McGee Corp,KMG.N
.SPX,S&P 500,2006-10-02T00:00:00Z,GDW.N^J06,Golden West,Golden West Financial Corp (Oakland),GDW.N
.SPX,S&P 500,2006-10-02T00:00:00Z,ANDW.OQ^A08,CommScope LLC,Commscope Technologies LLC,ANDW.OQ
.SPX,S&P 500,2006-11-06T00:00:00Z,ASO.N^K06,AmSouth Bancorp,Amsouth BanCorp,ASO.N
.SPX,S&P 500,2006-11-10T00:00:00Z,FSH.N^K06,Fisher,Fisher Scientific International LLC,FSH.N
.SPX,S&P 500,2006-11-10T00:00:00Z,LPX.N,Louisiana-Pacifc,Louisiana-Pacific Corp,LPX.N
.SPX,S&P 500,2006-11-17T00:00:00Z,ACV.N^K06,Alberto Culver,Alberto-Culver Co,ACV.N
.SPX,S&P 500,2006-11-20T00:00:00Z,HCA.N^K06,HCA,HCA Inc,HCA.N
.SPX,S&P 500,2006-12-01T00:00:00Z,LU.N^L06,Nokia of America,Nokia of America Corp,LU.N
.SPX,S&P 500,2006-12-01T00:00:00Z,NFB.N^L06,North Fork Banc,North Fork Bancorp Inc,NFB.N
.SPX,S&P 500,2006-12-04T00:00:00Z,FSLb.N^L06,Nxp USA,Nxp USA Inc,FSLb.N
.SPX,S&P 500,2006-12-20T00:00:00Z,NAV.N^B07,Navistar Intl,Navistar International Corp,NAV.N
.SPX,S&P 500,2007-01-03T00:00:00Z,PTC.OQ,PTC,PTC Inc,PTC.OQ
.SPX,S&P 500,2007-01-03T00:00:00Z,BLS.N^A07,Bellsouth US,Bellsouth LLC,BLS.N
.SPX,S&P 500,2007-01-10T00:00:00Z,SBL.N^A07,Symbol Tech,Symbol Technologies LLC,SBL.N
.SPX,S&P 500,2007-02-01T00:00:00Z,CMVT.OQ^B07,Comverse Tech,Comverse Technology Inc,CMVT.OQ
.SPX,S&P 500,2007-02-12T00:00:00Z,EOP.N^B07,Equity Office,Equity Office Properties Trust,EOP.N
.SPX,S&P 500,2007-02-15T00:00:00Z,APCC.OQ^B07,SE IT,Schneider Electric IT Corp,APCC.OQ
.SPX,S&P 500,2007-02-22T00:00:00Z,PGL.N^B07,Peoples US IL,Peoples Energy Corp,PGL.N
.SPX,S&P 500,2007-03-02T00:00:00Z,HMA.N^A14,Health Mgmt,Health Management Associates LLC,HMA.N
.SPX,S&P 500,2007-03-20T00:00:00Z,PD.N^C07,Freeport-Mc,Freeport-Mcmoran Corp,PD.N
.SPX,S&P 500,2007-03-22T00:00:00Z,CMX.N^C07,Caremark Rx,Caremark Rx Inc,CMX.N
.SPX,S&P 500,2007-03-29T00:00:00Z,UVN.N^C07,Univision Comm,Univision Communications Inc,UVN.N
.SPX,S&P 500,2007-04-02T00:00:00Z,TSG.N^D07,Sabre Hldgs,Sabre Holdings Corp,TSG.N
.SPX,S&P 500,2007-04-10T00:00:00Z,H.N^D07,Realogy Gr,Realogy Group LLC,H.N
.SPX,S&P 500,2007-05-31T00:00:00Z,KMI.N^E07,Kinder Kansas,Kinder Morgan Kansas Inc,KMI.N
.SPX,S&P 500,2007-06-01T00:00:00Z,MEDI.OQ^F07,Medimmune LLC,Medimmune LLC,MEDI.OQ
.SPX,S&P 500,2007-07-02T00:00:00Z,MEL.N^G07,Mellon Financial,Mellon Financial Corp,MEL.N
.SPX,S&P 500,2007-07-02T00:00:00Z,PMCS.OQ^A16,Microsemi Strg,Microsemi Storage Solutions Inc,PMCS.OQ
.SPX,S&P 500,2007-07-02T00:00:00Z,JCI.N,Johnson cntrls,Johnson Controls International PLC,JCI.N
.SPX,S&P 500,2007-07-02T00:00:00Z,ADCT.OQ^L10,CommScope (US),CommScope Connectivity LLC,ADCT.OQ
.SPX,S&P 500,2007-07-02T00:00:00Z,SANM.OQ,Sanmina,Sanmina Corp,SANM.OQ
.SPX,S&P 500,2007-07-09T00:00:00Z,DG.N^G07,Dollar General,Dollar General Corp,DG.N
.SPX,S&P 500,2007-07-12T00:00:00Z,BMET.OQ^J07,Biomet,Biomet Inc,BMET.OQ
.SPX,S&P 500,2007-08-27T00:00:00Z,KSE.N^H07,Keyspan,Keyspan Corp,KSE.N
.SPX,S&P 500,2007-09-07T00:00:00Z,CBSS.OQ^I07,BBVA USA TX,BBVA USA Bancshares Inc,CBSS.OQ
.SPX,S&P 500,2007-09-25T00:00:00Z,FDC.N^I07,First Data,First Data Corp,FDC.N
.SPX,S&P 500,2007-09-27T00:00:00Z,MXIM.OQ^J07,Maxim Intg,Maxim Integrated Products Inc,MXIM.OQ
.SPX,S&P 500,2007-10-01T00:00:00Z,NCR.N,NCR,NCR Corp,NCR.N
.SPX,S&P 500,2007-10-02T00:00:00Z,SLR.N^J07,Solectron,Solectron Corp,SLR.N
.SPX,S&P 500,2007-10-08T00:00:00Z,ASN.N^J07,Archstone Smith,Archstone Smith Trust,ASN.N
.SPX,S&P 500,2007-10-10T00:00:00Z,TXU.N^J07,Energy Future Hd,Energy Future Holdings Corp,TXU.N
.SPX,S&P 500,2007-10-25T00:00:00Z,HLT.N^J07,Park Hotels,Park Hotels & Resorts Inc,HLT.N
.SPX,S&P 500,2007-10-26T00:00:00Z,AV.N^J07,Avaya Inc,Avaya Inc,AV.N
.SPX,S&P 500,2007-10-29T00:00:00Z,BOL.N^J07,Bausch & Lomb,Bausch & Lomb Inc,BOL.N
.SPX,S&P 500,2007-11-09T00:00:00Z,HCR.N^L07,Manor Care,Manor Care Inc,HCR.N
.SPX,S&P 500,2007-11-16T00:00:00Z,TEK.N^K07,Tektronix,Tektronix Inc,TEK.N
.SPX,S&P 500,2007-11-19T00:00:00Z,AT.N^K07,Alltel,Alltel Corp,AT.N
.SPX,S&P 500,2007-12-14T00:00:00Z,DJ.N^L07,Dow Jones & Co,Dow Jones & Company Inc,DJ.N
.SPX,S&P 500,2007-12-21T00:00:00Z,TRB.N^L07,Tribune Media,Tribune Media Co,TRB.N
.SPX,S&P 500,2007-12-31T00:00:00Z,TIN.N^B12,Temple-Inland,Temple-Inland LLC,TIN.N
.SPX,S&P 500,2008-01-02T00:00:00Z,SNV.N,Synovus Fin,Synovus Financial Corp,SNV.N
.SPX,S&P 500,2008-01-29T00:00:00Z,HET.N^A08,HARRAH S,Harrah S,HET.N
.SPX,S&P 500,2008-03-31T00:00:00Z,CC.N^K08,Circuit City,Circuit City Stores Inc,CC.N
.SPX,S&P 500,2008-03-31T00:00:00Z,CBH.N^D08,Commerce Bancorp,Commerce Bancorp LLC,CBH.N
.SPX,S&P 500,2008-06-02T00:00:00Z,BSC.N^F08,Bear Stearns Cos,Bear Stearns Companies LLC,BSC.N
.SPX,S&P 500,2008-06-06T00:00:00Z,TT.N^F08,Trane,Trane Inc,TT.N
.SPX,S&P 500,2008-06-11T00:00:00Z,ABK.N^K10,AMBAC Finl Grp,Ambac Financial Group Inc,ABK.N
.SPX,S&P 500,2008-06-23T00:00:00Z,OMX.N^K13,OfficeMax,OfficeMax Inc,OMX.N
.SPX,S&P 500,2008-06-23T00:00:00Z,BC.N,Brunswick Corp,Brunswick Corp,BC.N
.SPX,S&P 500,2008-07-01T00:00:00Z,CFC.N^G08,Countrywide Fncl,Countrywide Financial Corp (Pre-Merger),CFC.N
.SPX,S&P 500,2008-07-01T00:00:00Z,SSP.OQ,E W Scripps,E W Scripps Co,SSP.OQ
.SPX,S&P 500,2008-07-18T00:00:00Z,CB.N,Chubb Ltd CH,Chubb Ltd,CB.N
.SPX,S&P 500,2008-07-31T00:00:00Z,CCU.N^G08,iHeartCommns,iHeartCommunications Inc,CCU.N
.SPX,S&P 500,2008-08-21T00:00:00Z,IAC.OQ,IAC/InterAct,IAC/Interactivecorp,IAC.OQ
.SPX,S&P 500,2008-08-27T00:00:00Z,EDS.N^H08,Enterprise Ser,Enterprise Services LLC,EDS.N
.SPX,S&P 500,2008-09-11T00:00:00Z,FRE.N^G10,Freddie Mac,Federal Home Loan Mortgage Corp,FRE.N
.SPX,S&P 500,2008-09-11T00:00:00Z,FNM.N^G10,Fannie Mae,Federal National Mortgage Association,FNM.N
.SPX,S&P 500,2008-09-17T00:00:00Z,LEH.N^I08,Lehman Bros Hldg,Lehman Brothers Holdings Inc,LEH.N
.SPX,S&P 500,2008-09-23T00:00:00Z,SAF.N^I08,Safeco,Safeco Corp,SAF.N
.SPX,S&P 500,2008-09-29T00:00:00Z,WM.N^I08,WMI Holdings,WMI Holdings Corp,WM.N
.SPX,S&P 500,2008-09-30T00:00:00Z,WEN.N^I08,Wendys Intl,Wendy's International LLC,WEN.N
.SPX,S&P 500,2008-10-07T00:00:00Z,WWY.N^J08,WM Wrigley,WM Wrigley Jr Co,WWY.N
.SPX,S&P 500,2008-10-22T00:00:00Z,DDS.N,Dillards,Dillard's Inc,DDS.N
.SPX,S&P 500,2008-10-31T00:00:00Z,MTG.N,MGIC Investment,MGIC Investment Corp,MTG.N
.SPX,S&P 500,2008-11-06T00:00:00Z,TEX.N,Terex,Terex Corp,TEX.N
.SPX,S&P 500,2008-11-11T00:00:00Z,UIS.N,Unisys,Unisys Corp,UIS.N
.SPX,S&P 500,2008-11-13T00:00:00Z,GGP.N^D09,Brookfield Prpty,Brookfield Property REIT Inc,GGP.N
.SPX,S&P 500,2008-11-14T00:00:00Z,ASH.N,Ashland Global,Ashland Global Holdings Inc,ASH.N
.SPX,S&P 500,2008-11-14T00:00:00Z,HPC.N^K08,Hercules,Hercules LLC,HPC.N
.SPX,S&P 500,2008-11-19T00:00:00Z,BUD.N^K08,Anheuser-Busch,Anheuser-Busch Companies LLC,BUD.N
.SPX,S&P 500,2008-11-24T00:00:00Z,ABI.N^K08,Applied Biosyst,Applied Biosystems Inc,ABI.N
.SPX,S&P 500,2008-12-02T00:00:00Z,KATE.N^G17,Kate Spade & Co,Kate Spade & Co,KATE.N
.SPX,S&P 500,2008-12-05T00:00:00Z,AW.N^L08,Allied Waste Ind,Allied Waste Industries LLC,AW.N
.SPX,S&P 500,2008-12-19T00:00:00Z,RIG.N,Transocea,Transocean Ltd,RIG.N
.SPX,S&P 500,2008-12-23T00:00:00Z,BRL.N^L08,Barr Pharm,Barr Pharmaceuticals Inc,BRL.N
.SPX,S&P 500,2009-01-02T00:00:00Z,MER.N^A09,Merrill Lynch,Merrill Lynch & Co Inc,MER.N
.SPX,S&P 500,2009-01-02T00:00:00Z,NCC.N^A09,National City,National City Corp,NCC.N
.SPX,S&P 500,2009-01-02T00:00:00Z,WB.N^A09,Wachovia Corp,Wachovia Corp,WB.N
.SPX,S&P 500,2009-01-06T00:00:00Z,UST.N^A09,UST DE,UST LLC (Delaware),UST.N
.SPX,S&P 500,2009-01-30T00:00:00Z,SOV.N^A09,Santander Hldg,Santander Holdings USA Inc,SOV.N
.SPX,S&P 500,2009-02-26T00:00:00Z,WFT.N^E19,Weatherford,Weatherford International PLC,WFT.N
.SPX,S&P 500,2009-03-04T00:00:00Z,JNY.N^D14,Jones Group,Jones Group Inc,JNY.N
.SPX,S&P 500,2009-03-04T00:00:00Z,ACAS.OQ^A17,Acas US,Acas LLC,ACAS.OQ
.SPX,S&P 500,2009-03-17T00:00:00Z,JCI.N,Johnson cntrls,Johnson Controls International PLC,JCI.N
.SPX,S&P 500,2009-03-27T00:00:00Z,NE.N^H20,Noble Hldg Corp,Noble Holding Corporation PLC,NE.N
.SPX,S&P 500,2009-03-30T00:00:00Z,SITC.N,Site Centers,Site Centers Corp,SITC.N
.SPX,S&P 500,2009-04-02T00:00:00Z,ROH.N^D09,Rohm Haas,Rohm and Haas Co,ROH.N
.SPX,S&P 500,2009-06-03T00:00:00Z,GM.N^F09,Motors GUC Trust,Motors Liquidation Company GUC Trust,GM.N
.SPX,S&P 500,2009-06-05T00:00:00Z,COV.N^A15,Covidien,Covidien PLC,COV.N
.SPX,S&P 500,2009-06-26T00:00:00Z,TEL.N,TE Connectiv,TE Connectivity Ltd,TEL.N
.SPX,S&P 500,2009-07-01T00:00:00Z,EQ.N^G09,Embarq,Embarq Corp,EQ.N
.SPX,S&P 500,2009-07-01T00:00:00Z,TT.N,Trane Tech,Trane Technologies PLC,TT.N
.SPX,S&P 500,2009-07-27T00:00:00Z,CIT.N^K09,CIT Group,CIT Group Inc,CIT.N
.SPX,S&P 500,2009-08-19T00:00:00Z,CTX.N^H09,Centex,Centex LLC,CTX.N
.SPX,S&P 500,2009-09-01T00:00:00Z,MTW.N,Manitowoc Co,Manitowoc Company Inc,MTW.N
.SPX,S&P 500,2009-09-09T00:00:00Z,CBE.N^L12,Cooper Inds,Cooper Industries Unlimited Co,CBE.N
.SPX,S&P 500,2009-10-16T00:00:00Z,WYE.N^J09,Wyeth,Wyeth LLC,WYE.N
.SPX,S&P 500,2009-11-04T00:00:00Z,SGP.N^K09,Schering-Plough,Schering-Plough Corporation USA,SGP.N
.SPX,S&P 500,2009-12-21T00:00:00Z,DYN.N^G12,Dynegy,Dynegy Inc,DYN.N
.SPX,S&P 500,2009-12-21T00:00:00Z,CIEN.N,Ciena,Ciena Corp,CIEN.N
.SPX,S&P 500,2009-12-21T00:00:00Z,CVG.N^J18,Convergys,Convergys Corp,CVG.N
